2014-06-30	136	10968	58	78	23	0	69	44	0
2014-07-01	159	11995	62	97	39	0	101	19	0
2014-07-02	108	9863	39	69	37	0	46	25	0
2014-07-03	134	9125	65	69	33	0	89	12	0
2014-07-04	142	9561	85	57	26	0	109	7	0
2014-07-05	180	13788	99	81	52	0	106	22	0
2014-07-06	155	12297	78	77	47	1	95	12	0
2014-07-07	137	14259	67	70	32	0	88	17	0
2014-07-08	134	11794	83	51	28	0	103	3	0
2014-07-09	139	11764	62	77	29	0	88	22	0
2014-07-10	111	11179	60	51	27	0	69	14	1
2014-07-11	144	9470	71	73	27	0	77	40	0
2014-07-12	107	12433	49	58	29	0	77	1	0
2014-07-13	114	12865	51	63	33	7	71	3	0
2014-07-14	111	11597	75	36	22	0	84	5	0
2014-07-15	168	15446	99	69	30	0	124	14	0
2014-07-16	155	17245	76	79	40	0	110	5	0
2014-07-17	108	10093	61	47	31	0	75	1	1
2014-07-18	121	8159	78	43	31	0	89	1	0
2014-07-19	132	10202	65	67	48	0	78	6	0
2014-07-20	158	12968	98	60	35	0	118	5	0
2014-07-21	148	16004	93	55	44	3	97	4	0
2014-07-22	137	9237	81	56	43	0	85	9	0
2014-07-23	118	8912	89	29	40	0	77	1	0
2014-07-24	168	14336	97	71	48	0	116	0	4
2014-07-25	101	6989	69	32	18	0	80	3	0
2014-07-26	127	17904	46	81	42	0	81	4	0
2014-07-27	121	12060	59	62	25	0	94	2	0
2014-07-28	127	9239	68	59	40	3	80	4	0
2014-07-29	164	15131	113	51	46	0	115	3	0
2014-07-30	116	8853	57	59	32	0	84	0	0
2014-07-31	120	12510	53	67	41	0	78	1	0
2014-08-01	87	11273	39	48	22	2	59	4	0
2014-08-02	85	8897	40	45	31	0	52	2	0
2014-08-03	89	7149	48	41	21	0	65	3	0
2014-08-04	127	10564	77	50	41	0	85	1	0
2014-08-05	108	8714	54	54	25	0	81	2	0
2014-08-06	104	8968	48	56	31	0	66	7	0
2014-08-07	125	11326	62	63	42	2	80	1	0
2014-08-08	135	12129	70	65	32	0	97	6	0
2014-08-09	146	14041	96	50	41	0	103	2	0
2014-08-10	121	12701	69	52	34	1	82	4	0
2014-08-11	161	13238	78	83	41	1	114	5	0
2014-08-12	96	7511	53	43	25	0	71	0	0
2014-08-13	131	9791	62	69	30	0	95	6	0
2014-08-14	137	8793	72	65	29	2	88	18	0
2014-08-15	146	10417	95	51	39	5	102	0	0
2014-08-16	141	12267	73	68	40	0	100	1	0
2014-08-17	115	9167	59	56	34	0	80	1	0
2014-08-18	128	10125	68	60	46	0	82	0	0
2014-08-19	118	8148	77	41	25	0	89	4	0
2014-08-20	116	8413	64	52	32	0	84	0	0
2014-08-21	96	8888	46	50	31	0	59	6	0
2014-08-22	107	8068	46	61	30	0	76	1	0
2014-08-23	169	19550	89	80	50	0	112	7	0
2014-08-24	135	10612	89	46	32	0	102	1	0
2014-08-25	110	7558	61	49	28	0	78	4	0
2014-08-26	94	6982	40	54	36	0	58	0	0
2014-08-27	119	11230	65	54	38	1	80	0	0
2014-08-28	134	11051	65	69	41	0	86	7	0
2014-08-29	117	13362	71	46	35	0	81	1	0
2014-08-30	99	8025	49	50	43	0	53	3	0
2014-08-31	116	10557	58	58	36	0	80	0	0
2014-09-01	117	11366	70	47	40	0	77	0	0
2014-09-02	121	13088	71	50	46	0	75	0	0
2014-09-03	126	10746	67	59	47	0	78	1	0
2014-09-04	138	12677	89	49	46	0	92	0	0
2014-09-05	106	8238	63	43	38	0	68	0	0
2014-09-06	119	10283	62	57	32	0	83	4	0
2014-09-07	99	11959	56	43	22	0	77	0	0
2014-09-08	85	8887	45	40	24	2	59	0	0
2014-09-09	90	7640	56	34	30	0	60	0	0
2014-09-10	119	7605	80	39	25	0	88	0	6
2014-09-11	127	12088	71	56	49	0	77	1	0
2014-09-12	118	14057	50	68	33	0	80	0	5
2014-09-13	104	7639	77	27	23	0	81	0	0
2014-09-14	90	8522	54	36	23	0	67	0	0
2014-09-15	89	7905	53	36	26	0	63	0	0
2014-09-16	102	10405	60	42	29	0	73	0	0
2014-09-17	127	10526	88	39	39	0	87	1	0
2014-09-18	102	7230	68	34	24	0	78	0	0
2014-09-19	104	10105	57	47	39	0	63	0	2
2014-09-20	108	8233	77	31	31	0	77	0	0
2014-09-21	93	8870.10000000149	55	38	32	0	61	0	0
2014-09-22	64	6294	34	30	29	0	35	0	0
2014-09-23	106	9075	66	40	29	0	77	0	0
2014-09-24	89	13441	62	27	28	0	61	0	0
2014-09-25	80	7311	49	31	19	0	61	0	0
2014-09-26	70	5232	24	46	13	0	57	0	0
2014-09-27	67	6709	40	27	21	0	46	0	0
2014-09-28	54	4619	31	23	10	0	44	0	0
2014-09-29	65	7097	31	34	25	0	39	1	0
2014-09-30	63	12114	38	25	18	0	45	0	0
2014-10-01	82	6924	65	17	23	0	59	0	0
2014-10-02	78	6762	58	20	16	0	61	1	0
2014-10-03	82	6466	47	35	27	0	55	0	0
2014-10-04	90	6992	63	27	26	0	64	0	0
2014-10-05	106	5569	77	29	20	0	85	1	0
2014-10-06	91	9044	69	22	26	0	65	0	0
2014-10-07	101	10758	69	32	21	0	80	0	0
2014-10-08	122	8601	89	33	47	0	75	0	0
2014-10-09	43	3626	33	10	9	0	34	0	0
