2014-10-23	93	7210	40	53	68	5	20	0	0
2014-10-24	83	7241	35	48	60	2	20	0	1
2014-10-25	89	10250	31	58	64	3	22	0	0
2014-10-26	68	4130	24	44	52	1	15	0	0
2014-10-27	38	4332	16	22	29	0	9	0	0
