2014-10-23	81	5247	51	30	15	4	62	0	0
2014-10-24	73	4865	44	29	22	0	51	0	0
2014-10-25	89	5360	57	32	26	0	63	0	0
2014-10-26	55	4843	28	27	13	3	39	0	0
2014-10-27	35	1529	29	6	6	0	29	0	0
